Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2010:Q2,White,61516500,19335419,15740887,3594532,42181081,5556050,1454438,3312758,2519027,793731,943639,816608,127031,9398103,1062940,1194169,3391515,9531911,5610176,725382,10105053,10083060,7794757,1719592,150038,418673,21993,51411447,79368295
2010:Q2,Black,3421756,1364789,1069504,295286,2056966,223561,26240,48771,40766,8005,591,493,98,110609,78000,135391,108900,1147942,115025,61935,967136,965292,647738,298759,8683,10112,1844,2454619,15133853
2010:Q2,Hispanic,2189143,1119216,828452,290764,1069927,114385,17108,23938,17743,6195,1386,1137,250,115746,33023,63002,120274,370616,165393,45056,861288,860534,655959,194288,5804,4483,753,1327856,11271676
2010:Q2,Other,4995979,1946132,1595803,350329,3049847,462882,88612,144010,117754,26256,39977,37763,2214,666201,91648,77453,314265,675142,419844,69813,1419160,1417135,1114401,265814,10915,26005,2024,3576819,11600012
2010:Q3,White,63175968,19212134,15624221,3587912,43963834,5626416,1447741,3213393,2609188,604205,957174,828280,128894,10513359,1086951,1253602,3654873,9715484,5766899,727942,10087157,10067376,7773252,1729247,140449,424428,19781,53088812,79337154
2010:Q3,Black,3478219,1342638,1051327,291311,2135581,225542,26714,52564,43946,8619,2038,1982,55,121524,77157,144684,123559,1180960,120217,60621,950005,948566,619218,310592,7292,11464,1439,2528213,15277109
2010:Q3,Hispanic,2230059,1138042,843977,294065,1092017,110914,17089,22598,17797,4802,1202,1136,65,120473,35084,67327,127947,381480,163122,44781,839226,838552,634507,194988,5159,3899,674,1390833,11363830
2010:Q3,Other,5162979,1918142,1571065,347077,3244838,468065,89588,163152,126051,37101,41254,38654,2600,781526,95564,82296,347468,693946,413075,68904,1411824,1410003,1104778,268900,9221,27104,1821,3751156,11631150
2010:Q4,White,64660224,19024361,15429136,3595225,45635863,5586649,1590502,3310124,2383557,926567,973940,848324,125616,11436292,1098503,1297282,3871944,9889388,5850733,730505,10079221,10057768,7641850,1832003,142833,441082,21453,54581003,79397126
2010:Q4,Black,3555500,1332989,1035701,297288,2222511,225000,26332,46849,39492,7358,8115,7519,596,136050,77079,153147,145424,1216949,126908,60657,969036,967373,612081,336292,7231,11769,1663,2586463,15399681
2010:Q4,Hispanic,2181574,1082511,790867,291644,1099063,108314,16438,22837,16612,6224,2188,1295,893,127926,34021,66698,131171,377982,166488,45001,826268,825549,618711,197079,5247,4511,720,1355306,11435147
2010:Q4,Other,5260558,1916785,1565439,351345,3343774,474811,90170,125295,108605,16690,38943,35956,2987,832720,98487,93431,366414,727474,424572,71456,1404509,1402476,1085256,281437,9465,26318,2033,3856050,11661877
2011:Q1,White,65566977,18779906,15157996,3621909,46787072,5752325,1549931,3240979,2405268,835711,974145,848164,125981,12247569,1116095,1299938,4035529,9964511,5873218,732832,10074319,10052543,7619152,1824618,136392,472382,21776,55492658,79538710
2011:Q1,Black,3596565,1313456,1012637,300819,2283109,226901,25357,46400,38620,7780,12010,10858,1152,149793,77381,154716,162081,1236791,131211,60469,963011,961343,610326,331867,6257,12893,1668,2633554,15503741
2011:Q1,Hispanic,2156973,1061188,770548,290640,1095785,111687,14948,21632,16088,5544,2837,1187,1650,134130,33102,63874,131942,369358,167191,45084,814027,813327,608078,194317,5007,5925,700,1342946,11487771
2011:Q1,Other,5347198,1903676,1548780,354896,3443523,490399,84492,128448,105390,23058,35551,32731,2820,873624,101930,99842,379727,744806,430779,73927,1396558,1394460,1082570,277507,8581,25801,2099,3950640,11693070
2011:Q2,White,65944083,18733094,15084894,3648200,47210989,5874416,1532678,3388591,2395323,993268,1012755,887021,125734,12217142,1132443,1308958,4057037,10035456,5916233,735280,10043154,10020967,7573629,1850405,123763,473171,22186,55900929,79747739
2011:Q2,Black,3626805,1306407,995599,310809,2320398,227682,24444,43939,37231,6708,19340,17694,1646,157283,77394,157001,163226,1253851,136091,60146,964275,962593,611616,333960,4789,12229,1682,2662529,15592960
2011:Q2,Hispanic,2125857,1046153,758072,288081,1079704,113411,13601,21425,15446,5979,3891,1555,2336,133782,32037,61205,127418,359616,168242,45074,802043,801361,599676,191562,4537,5586,682,1323814,11525112
2011:Q2,Other,5344819,1902483,1540499,361984,3442336,503959,79784,110743,100412,10331,33703,30925,2778,847874,105173,106882,378918,760527,438408,76364,1386881,1384709,1075748,277150,7033,24778,2172,3957938,11725197
2011:Q3,White,64351786,18693530,15015052,3678478,45658256,6012263,1513610,3756980,2651752,1105228,1011697,884308,127389,10396382,1141277,1271433,3729962,10066007,6008334,750311,10042914,10021629,7538233,1890857,130756,461783,21285,54308872,80010041
2011:Q3,Black,3582174,1289931,985563,304368,2292243,228264,23527,44942,39213,5729,22496,20355,2141,150932,76539,151541,125982,1263582,142680,61758,968810,967328,610998,340448,5045,10838,1482,2613364,15671011
2011:Q3,Hispanic,2069268,1034115,746755,287359,1035153,115376,12295,21434,15284,6150,4385,1404,2981,119895,30575,56126,111047,347478,170762,45780,790227,789625,589415,190904,4757,4549,602,1279041,11550582
2011:Q3,Other,5180484,1904489,1544065,360424,3275996,518144,75197,108867,108851,17,30382,27887,2495,683558,107603,108656,344291,769393,449903,80001,1383082,1380978,1069747,279966,7734,23530,2104,3797403,11758730
2011:Q4,White,65547159,18582607,14891215,3691392,46964552,6155909,1545104,3763663,2654835,1108828,970074,842635,127439,11069832,1169251,1299536,3924419,10162326,6133636,770803,10034039,10012754,7495638,1936696,140008,440412,21285,55513120,80311447
2011:Q4,Black,3627426,1272058,965327,306731,2355368,228582,22818,43425,37789,5636,21849,19286,2563,163885,77456,156499,144973,1281219,150484,64179,976651,975227,614272,346615,5495,8845,1424,2650775,15741566
2011:Q4,Hispanic,2044191,1012121,728780,283341,1032070,117324,11239,20473,14590,5882,4372,814,3558,124509,29890,54206,111514,337520,174255,46769,780983,780420,582342,190090,5045,2943,562,1263209,11567590
2011:Q4,Other,5274797,1903836,1540647,363189,3370961,532594,72456,104019,104019,0,26251,23785,2466,710368,111939,117748,359580,787761,464089,84157,1378476,1376344,1062686,282825,8740,22094,2132,3896321,11794137
2012:Q1,White,67212096,18463654,14750324,3713331,48748441,6223980,1492692,3687179,2496135,1191043,972856,849845,123012,12448201,1174289,1362153,4211281,10273875,6135572,766361,10020940,9998204,7462139,1938543,133897,463625,22735,57191156,80637787
2012:Q1,Black,3687882,1256973,940702,316271,2430909,227709,21811,39219,34485,4734,25418,22587,2831,182351,76067,166925,174996,1300275,153665,62471,963612,962014,605449,342537,4574,9454,1598,2724270,15808298
2012:Q1,Hispanic,2020589,991669,712473,279196,1028921,116746,9919,19589,13701,5888,4807,796,4011,134038,28181,53938,114556,327863,173130,46154,758994,758403,564711,185052,4792,3849,590,1261596,11579547
2012:Q1,Other,5411430,1903526,1533408,370118,3507904,544036,67164,91683,91683,0,24386,21363,3023,790219,113948,130669,383509,808213,468196,85882,1366270,1363955,1055662,278909,7901,21482,2315,4045160,11831891
2012:Q2,White,67264522,18635999,14904695,3731305,48628523,6215884,1452681,3883843,2758471,1125372,986423,868256,118168,12070866,1159582,1331333,4157593,10334523,6271211,764582,10011866,9987653,7415597,1980185,133110,458761,24214,57252656,80974892
2012:Q2,Black,3691863,1249675,937769,311906,2442188,225797,20869,41345,35975,5371,29793,26746,3047,187467,72718,162256,166680,1312109,161976,61177,966358,964582,604681,347349,4128,8424,1776,2725505,15874878
2012:Q2,Hispanic,1995021,998519,722337,276182,996502,113679,8719,18662,13260,5402,5287,898,4389,130692,25612,49060,106367,315950,176779,45695,744950,744331,553984,182442,4724,3180,619,1250071,11589862
2012:Q2,Other,5413155,1926772,1557200,369572,3486383,552644,62499,98908,98908,0,22962,19384,3578,735088,113983,133223,374700,821024,483463,87889,1358627,1356126,1047568,280492,7708,20358,2501,4054528,11872459
2012:Q3,White,68878934,18846805,15098413,3748392,50032129,6226370,1503178,3990745,2704693,1286052,985920,871822,114098,12804087,1172318,1360270,4326359,10425982,6471217,765684,10013092,9988512,7362203,2029116,132612,464581,24580,58865842,81308590
2012:Q3,Black,3749618,1248266,938994,309272,2501353,224105,20351,37578,33934,3644,32700,29452,3248,201348,72060,167268,184018,1328608,172951,60366,979327,977552,612864,352959,3706,8023,1775,2770291,15944980
2012:Q3,Hispanic,1990162,1002075,729140,272936,988086,111168,7880,18195,12548,5647,5562,840,4722,135338,24227,47128,105063,305321,182777,45426,743209,742614,550875,183962,4668,3108,595,1246952,11601946
2012:Q3,Other,5543449,1963244,1593236,370008,3580205,562452,60859,91553,91553,0,21069,17077,3992,764399,116838,142484,387160,838822,504351,90218,1353678,1351109,1039688,284417,7551,19453,2570,4189771,11916313
2012:Q4,White,69641428,19010492,15236708,3773785,50630936,6440542,1606093,3878170,2760762,1117408,1000904,890918,109986,12933307,1181666,1371818,4369588,10502403,6570064,776380,10023799,10001792,7342535,2084955,133453,440849,22007,59617630,81624713
2012:Q4,Black,3788573,1244262,933759,310503,2544311,224802,20056,38401,33043,5358,36873,33456,3417,210927,71109,169600,187091,1343972,180315,61164,974611,973310,599366,364648,3385,5912,1300,2813962,16022275
2012:Q4,Hispanic,1977917,1005222,734884,270338,972694,115114,7209,16766,11881,4885,5946,943,5003,135714,22711,44376,99620,294228,185226,45785,712696,712260,529674,176503,4660,1422,436,1265220,11619208
2012:Q4,Other,5622100,2001341,1628527,372814,3620759,580949,60842,89095,89095,0,19666,15299,4367,747366,119424,149922,387686,854967,517301,93542,1350068,1347743,1035419,286799,7551,17975,2325,4272032,11963923
2013:Q1,White,71936273,19354605,15562594,3792011,52581668,6486648,1537932,3663555,2672528,991026,983980,874841,109139,14484811,1193737,1412940,4602411,10787574,6648029,780052,9954841,9932027,7250241,2088811,134043,458931,22815,61981432,81909091
2013:Q1,Black,3901908,1253876,937574,316302,2648032,223641,19159,36997,30821,6176,37940,34276,3664,231641,70493,176910,213283,1389869,187207,60891,995526,994154,631263,353601,3040,6249,1373,2906381,16110435
2013:Q1,Hispanic,1996116,1019031,752186,266846,977085,113850,6108,15486,11228,4259,6029,695,5334,146145,21336,43120,99993,292134,187127,45757,738376,737941,546235,185015,4649,2043,435,1257740,11645060
2013:Q1,Other,5881864,2068152,1690221,377931,3813712,593278,55923,89897,80805,9092,17085,12681,4405,839093,122388,160780,406505,903449,529053,96262,1338822,1336377,1025159,286346,7527,17345,2444,4543042,12015759
2013:Q2,White,72735106,19747550,15946226,3801324,52987555,6536170,1507522,3173876,2465748,708128,1026442,918488,107954,14696787,1199663,1421074,4645184,11034501,6959840,786496,9978962,9954656,7215359,2131383,138758,469156,24306,62756144,82147553
2013:Q2,Black,3990525,1266165,952799,313366,2724361,222692,18442,34701,27659,7042,44279,40392,3887,242807,69373,179187,217317,1430602,203781,61181,1005786,1004228,636359,358739,2989,6141,1558,2984739,16213133
2013:Q2,Hispanic,2025542,1049329,785434,263896,976213,112840,5175,13686,10568,3118,6675,1039,5635,147378,19731,40319,94317,292275,197844,45975,730450,729986,540745,182224,4782,2235,465,1295092,11682911
2013:Q2,Other,6051862,2133453,1755218,378234,3918409,606483,52323,93327,68704,24623,16156,11684,4473,828587,124862,168181,407406,960723,561004,99356,1337191,1334552,1022134,287847,7987,16585,2639,4714671,12072290
2013:Q3,White,74719690,20155230,16336078,3819152,54564459,6620423,1535625,3059037,2424243,634795,1016616,909850,106767,15467704,1215695,1463763,4845395,11297088,7247188,795924,10011529,9987948,7206219,2185031,132090,464608,23581,64708161,82325930
2013:Q3,Black,4107919,1272494,965206,307288,2835425,222346,18015,33077,26135,6942,45954,41856,4098,258785,69376,187460,241646,1476510,220149,62106,1024722,1023334,647386,368626,2132,5190,1388,3083197,16334042
2013:Q3,Hispanic,2078887,1089298,826488,262810,989589,113146,4420,12713,9996,2717,6795,874,5921,152736,18596,39293,93525,293722,208171,46473,730662,730269,540614,183472,4544,1639,394,1348225,11736172
2013:Q3,Other,6289051,2202507,1825296,377212,4086543,621894,50541,89701,63270,26431,13980,9442,4538,861613,128525,179659,423805,1022042,591911,102870,1343444,1340844,1024987,293168,7151,15538,2600,4945607,12133987
2013:Q4,White,76517636,20404013,16580357,3823656,56113623,6654925,1542126,2904794,2271513,633281,1038797,934940,103857,16387432,1230441,1508787,5085312,11557501,7390627,812880,10124645,10100190,7176790,2212171,144381,566848,24454,66392991,82434059
2013:Q4,Black,4256348,1310140,999032,311108,2946208,235039,19682,40165,32941,7224,45545,41856,3688,263008,72070,198373,268103,1517349,219636,67239,1046893,1045363,647872,383306,3082,11104,1529,3209456,16475590
2013:Q4,Hispanic,2188816,1104084,837982,266102,1084732,131178,5063,14297,11375,2922,6898,1603,5295,175932,21864,44586,112756,317205,206714,48239,750690,750205,545132,192283,5206,7583,486,1438126,11807105
2013:Q4,Other,6503572,2246883,1870415,376467,4256690,634092,54870,94800,65636,29163,21903,15195,6708,917449,125613,186695,452338,1073839,591604,103487,1361642,1359040,1025249,302708,8627,22455,2603,5141930,12201181
2014:Q1,White,77854239,20596402,16781691,3814711,57257836,6814345,1531931,2898422,2276248,622174,1072975,972374,100601,17227766,1241400,1520088,5131404,11617518,7388787,813199,10090147,10064926,7139863,2199438,144395,581230,25221,67764092,82477803
2014:Q1,Black,4341816,1342261,1023544,318717,2999555,249557,21351,48401,40893,7508,46300,43013,3286,267470,74575,204286,270817,1533054,213919,69825,1047364,1045705,641087,389443,3184,11992,1659,3294452,16635231
2014:Q1,Hispanic,2297617,1134104,865860,268244,1163514,153506,5694,15926,12827,3099,7215,2523,4692,198849,25064,48402,125952,333226,200601,49078,759024,758449,543782,200298,5494,8875,575,1538594,11893381
2014:Q1,Other,6658272,2287357,1909960,377397,4370915,651917,58868,105174,73016,32158,30503,21712,8791,968746,122429,190235,462723,1097493,580263,102565,1371216,1368619,1024734,307636,8688,27561,2596,5287056,12273643
2014:Q2,White,79532529,20908466,17086575,3821892,58624063,6840754,1465397,2947022,2230877,716145,1060818,963326,97492,18128722,1257416,1539885,5249729,11680858,7636042,817419,10108903,10082625,7123164,2230513,148843,580104,26278,69423627,82467035
2014:Q2,Black,4461907,1388124,1063342,324783,3073783,262992,22760,55564,47656,7909,42701,39794,2907,273104,77762,212054,283253,1551656,218683,73254,1062750,1060907,636888,408299,3703,12016,1843,3399158,16809177
2014:Q2,Hispanic,2428617,1175523,902682,272841,1253094,171801,6193,17819,14091,3728,7117,2994,4123,222579,28582,52813,141631,350225,204079,50256,768427,767746,545026,207352,5989,9379,681,1660190,11991527
2014:Q2,Other,6844997,2331752,1953723,378029,4513245,665088,61177,110809,78073,32737,38020,27264,10756,1026363,119852,194959,480679,1123333,590855,102109,1391048,1388424,1028806,317837,9373,32408,2624,5453948,12351007
2014:Q3,White,79827249,21197775,17361426,3836350,58629474,6900511,1485988,2949696,2237336,712360,1083762,989563,94199,17801859,1265678,1524362,5197962,11720337,7882569,816750,10042830,10017037,7114931,2264471,147051,490584,25793,69784419,82411625
2014:Q3,Black,4552101,1437001,1100004,336996,3115100,277167,24730,63392,55132,8260,42365,39828,2536,269611,80312,214256,274674,1568715,223862,76018,1079298,1077525,637855,429121,3692,6857,1772,3472803,16993640
2014:Q3,Hispanic,2540238,1212181,934167,278015,1328056,191470,6946,19440,15462,3978,7485,3910,3575,237337,31860,55611,151808,366953,207950,51197,781610,780894,550840,218601,6287,5166,716,1758628,12098066
2014:Q3,Other,6932484,2382274,2000106,382168,4550210,680160,66389,120993,85003,35990,46914,34293,12621,990268,116542,195901,482403,1147078,602330,101232,1413724,1411238,1035729,330752,9231,35527,2486,5518760,12432904
2014:Q4,White,80917750,21354432,17518656,3835776,59563318,6950166,1501430,2886789,2218819,667971,1051456,960201,91255,18407024,1282847,1538915,5266464,11772910,8087428,817890,10043381,10017931,7102634,2292684,151180,471433,25449,70874369,82321444
2014:Q4,Black,4661040,1478551,1130083,348467,3182489,291521,26762,70410,61822,8588,36563,34374,2190,273824,83905,221816,281686,1589051,227722,79228,1098955,1097229,639083,448059,4300,5787,1726,3562085,17184830
2014:Q4,Hispanic,2657535,1241878,959896,281982,1415657,211059,7719,20741,16699,4043,7271,4214,3058,259337,35622,60059,166061,384847,210632,52309,796557,795798,556972,227244,6878,4705,759,1860978,12209522
2014:Q4,Other,7099132,2422617,2037082,385535,4676515,695315,71649,130823,90602,40221,54207,39829,14378,1027670,114201,200421,496352,1174152,611141,100584,1436883,1434520,1042818,341553,9984,40165,2363,5662249,12518967
2015:Q1,White,81990641,21566809,17728657,3838153,60423832,7200263,1462128,2886939,2321942,564996,1043932,956968,86963,18775533,1298709,1541719,5330754,11812742,8253616,817496,9978724,9952433,7055782,2271485,156793,468373,26290,72011917,82206364
2015:Q1,Black,4770370,1518633,1159603,359031,3251737,308779,28463,80548,71888,8660,33071,31250,1821,276417,87477,227597,288464,1608360,230283,82280,1104027,1102142,638837,452433,5196,5676,1885,3666344,17378959
2015:Q1,Hispanic,2790158,1282860,996290,286571,1507297,237780,8333,22274,18501,3773,7399,4865,2534,279660,39411,64031,180256,402666,212132,53355,812099,811239,561627,236879,7606,5126,860,1978059,12322421
2015:Q1,Other,7271677,2476700,2088114,388586,4794977,719603,75080,146369,102152,44217,62623,46616,16007,1047852,111753,203758,510273,1200433,617417,99816,1449648,1447276,1044691,346306,11092,45188,2372,5822029,12608830
2015:Q2,White,82510916,21906865,18037718,3869147,60604051,7220118,1434653,2762070,2317982,444088,1017194,934289,82905,18827635,1303978,1543150,5304857,11840138,8531642,818615,10018910,9991968,7057742,2301300,163379,469547,26942,72492006,82076255
2015:Q2,Black,4881692,1580598,1204391,376207,3301094,323214,30271,87150,78910,8240,27452,25978,1474,276517,90004,233272,283873,1626081,237584,85676,1133553,1131538,648024,471283,6405,5827,2015,3748139,17572239
2015:Q2,Hispanic,2918703,1330443,1036770,293673,1588260,256768,8993,23089,19791,3298,7344,5303,2041,297354,42791,68021,191261,420251,217875,54513,837084,836130,574713,247156,8470,5791,954,2081620,12433287
2015:Q2,Other,7404792,2533733,2137675,396058,4871059,734433,78988,153491,108364,45127,70528,53036,17492,1044231,108188,207060,515379,1225734,633803,99223,1479416,1477056,1056132,358003,12563,50358,2360,5925377,12702124
2015:Q3,White,81530008,22219784,18331638,3888146,59310224,7217756,1490576,3066260,2630347,435914,990954,912706,78248,17337232,1301393,1504295,5041428,11841007,8692926,826397,10045968,10019186,7064959,2337749,167202,449276,26782,71484040,81940989
2015:Q3,Black,4931957,1628651,1249830,378821,3303306,337350,32863,105650,97165,8484,21663,20531,1132,263178,91709,231826,249091,1639436,240218,90323,1164078,1162075,656922,493056,7435,4662,2003,3767878,17760880
2015:Q3,Hispanic,3018729,1377749,1076729,301020,1640980,274943,9997,26309,22853,3455,7346,5780,1566,300890,45852,69962,193405,436794,219374,56108,863131,862122,587611,259942,9292,5277,1009,2155598,12538645
2015:Q3,Other,7400169,2592004,2196295,395709,4808164,748502,86404,180289,132735,47553,78635,59850,18785,920855,103750,205742,496254,1247591,640813,99330,1512295,1510037,1068844,372319,13715,55159,2257,5887874,12798481
2015:Q4,White,82591470,22437327,18535018,3902309,60154142,7388904,1510317,2850648,2669951,180697,968238,893906,74333,17982491,1312152,1532172,5160583,11884066,8728076,836494,10008383,9981618,7089281,2280819,179239,432279,26765,72583086,81810437
2015:Q4,Black,5044367,1668401,1284206,384195,3375966,353971,35211,111436,106439,4997,15884,15061,823,268205,94835,242186,262772,1658389,237645,95432,1164446,1162431,663433,485136,10182,3679,2015,3879921,17941094
2015:Q4,Hispanic,3148427,1418388,1111050,307337,1730039,299259,10887,26188,24491,1697,7450,6320,1130,323061,49539,75412,209164,455077,216164,57837,879769,878698,598606,264486,10668,4938,1071,2268658,12635018
2015:Q4,Other,7576731,2646820,2250036,396784,4929911,770697,92608,172344,142141,30203,87128,67167,19960,964283,100689,212288,516217,1276542,637429,99686,1533530,1531360,1084485,369789,17016,60070,2169,6043202,12897536
2016:Q1,White,83361695,22628828,18706338,3922489,60732867,7583788,1477534,2946127,2784356,161771,988985,917199,71787,18239250,1323887,1537949,5211385,11916528,8665371,842062,9966864,9939211,7064559,2270230,182024,422398,27653,73394831,81694471
2016:Q1,Black,5148361,1713764,1314974,398790,3434597,370902,37086,123573,118830,4743,14210,13657,553,269701,98031,248504,267637,1674310,230933,99709,1176220,1174031,668228,491037,11639,3127,2189,3972141,18109092
2016:Q1,Hispanic,3268114,1458369,1145397,312972,1809745,324325,11558,28196,26570,1626,8220,7488,732,341305,53264,79691,222166,472586,209220,59212,899966,898787,607573,274555,11669,4990,1179,2368148,12718932
2016:Q1,Other,7722943,2697679,2294687,402992,5025264,794343,96683,185636,156457,29180,97957,76817,21140,977858,97675,216295,529277,1304102,625878,99558,1554023,1551839,1091721,376415,18548,65156,2184,6168919,12998919
2016:Q2,White,84592474,23037364,19094585,3942778,61555110,7537206,1404435,3013760,2906500,107260,984654,914845,69809,18736937,1344563,1559231,5277231,11961824,8883951,851319,10004890,9976619,7071925,2297089,180677,426928,28272,74587583,81602960
2016:Q2,Black,5290735,1781129,1362024,419105,3509605,383835,38462,135393,131907,3486,9662,9359,303,273173,102143,257460,274135,1695143,235589,104611,1204577,1202263,679148,507249,12392,3474,2314,4086157,18261085
2016:Q2,Hispanic,3392094,1502463,1184980,317483,1889631,340019,12010,29887,28714,1174,8694,8337,357,361413,57368,84738,235370,487015,212356,60761,925864,924592,621750,284468,12528,5846,1272,2466230,12786911
2016:Q2,Other,7910322,2766791,2354433,412358,5143531,806785,98828,193721,171784,21937,108136,85839,22297,1010575,95565,222182,543939,1325473,638531,99797,1584899,1582732,1105035,387987,19143,70566,2167,6325423,13102264
2016:Q3,White,85872747,23397669,19433964,3963705,62475078,7703289,1363332,2862209,2830319,31890,955755,888514,67241,19287437,1359018,1584665,5408909,12015918,9077016,857530,10074321,10046746,7099202,2335541,179471,432532,27575,75798427,81545776
2016:Q3,Black,5395489,1815857,1401471,414386,3579632,399696,40093,137040,135858,1182,2228,2171,56,276857,105450,266916,288686,1714902,238927,108837,1235177,1232983,688356,527426,13315,3886,2194,4160311,18393285
2016:Q3,Hispanic,3546179,1571506,1247346,324160,1974673,363033,12577,29891,29507,385,8854,8854,0,381436,61102,89900,250678,500991,214214,61996,951915,950619,634358,296011,13497,6753,1296,2594264,12835479
2016:Q3,Other,8090191,2828794,2419854,408940,5261398,829333,102339,181099,173478,7621,117505,94229,23276,1047619,92685,228587,565577,1347923,649058,99673,1621977,1619982,1121432,402612,19909,76029,1995,6468215,13207203
2016:Q4,White,86275113,23677856,19691209,3986648,62597257,7806833,1341583,2726590,2726590,0,934414,866901,67513,19430505,1350188,1571422,5429850,12078774,9057738,869359,10110403,10083995,7109272,2378637,179302,416784,26408,76164710,81530683
2016:Q4,Black,5458486,1845022,1434642,410380,3613464,408549,39039,124296,124296,0,715,617,98,280077,109218,264694,301882,1737781,236128,111086,1253979,1251907,695053,542292,12006,2556,2072,4204507,18502596
2016:Q4,Hispanic,3539853,1578995,1250395,328600,1960858,357465,12440,28154,28154,0,7952,7817,135,363782,58965,90881,250455,512946,214224,63594,962463,961259,643259,298936,13811,5253,1203,2577390,12862137
2016:Q4,Other,8324737,2937731,2526630,411101,5387005,861595,101300,167194,167194,0,117130,94370,22759,1126408,99122,219846,580253,1333269,678045,102843,1653523,1651508,1144346,416572,18178,72412,2015,6671214,13313438
2017:Q1,White,88139820,23983454,19963042,4020412,64156366,8005250,1303128,2713921,2713921,0,948595,881425,67170,20498798,1356641,1612916,5639004,12171598,9035965,870551,10132333,10105070,7122267,2368880,177150,436772,27263,78007487,81557012
2017:Q1,Black,5565609,1865593,1451402,414191,3700016,418362,37694,116808,116808,0,3079,2944,135,291132,114562,272184,339850,1762508,232718,111117,1253812,1251491,698298,539414,10294,3485,2321,4311797,18588695
2017:Q1,Hispanic,3574184,1606545,1273919,332626,1967639,354662,12183,27398,27398,0,7595,7316,279,353505,57416,94601,257073,525190,213685,64330,969634,968422,648910,299828,13938,5747,1211,2604550,12868284
2017:Q1,Other,8690965,3048430,2630457,417973,5642534,898766,99329,167215,167215,0,118326,96246,22080,1284103,107341,217625,615516,1322294,707171,104848,1677064,1674788,1167053,422302,15965,69468,2276,7013900,13420946
2017:Q2,White,89708438,24362421,20321734,4040687,65346016,7900328,1287280,2803130,2803130,0,938623,870254,68369,21074488,1355787,1638714,5774879,12261462,9435573,875752,10219144,10191724,7150842,2399639,185362,455881,27419,79489294,81621987
2017:Q2,Black,5667918,1890313,1480548,409765,3777606,422564,36566,113144,113144,0,2695,2500,195,297170,118923,276304,368257,1783816,246464,111703,1269594,1267156,703377,548440,10985,4355,2437,4398325,18651950
2017:Q2,Hispanic,3602691,1637099,1301813,335286,1965592,339749,12029,27259,27259,0,6880,6440,441,336877,55411,97299,260251,536320,228294,65223,978667,977486,655905,300629,14777,6174,1181,2624024,12856296
2017:Q2,Other,9036427,3155370,2735040,420331,5881057,921028,98457,174398,174398,0,118314,96792,21522,1405514,114816,213333,643182,1309674,775062,107278,1712019,1709562,1192436,434001,16726,66399,2456,7324408,13529774
2017:Q3,White,91056463,24721619,20664735,4056884,66334844,7919132,1342231,2718220,2718220,0,926195,859213,66982,21715441,1361025,1667047,5947143,12354936,9486458,897017,10302566,10275257,7188716,2438098,183979,464464,27309,80753897,81722831
2017:Q3,Black,5746472,1905244,1503898,401346,3841228,428169,36204,102361,102361,0,2300,2076,224,303217,123805,280445,401599,1802782,245194,115152,1285766,1283266,710312,558931,9485,4538,2500,4460706,18692733
2017:Q3,Hispanic,3617618,1663440,1326189,337251,1954178,328967,12239,25948,25948,0,6180,5578,602,319503,53602,99959,264326,546687,229661,67107,990222,989086,664283,303932,14883,5988,1135,2627397,12828548
2017:Q3,Other,9373281,3271727,2851054,420673,6101554,949520,101179,169125,169125,0,117847,97279,20568,1536096,123061,209213,675206,1296529,812295,111482,1748110,1745503,1219490,448222,14798,62994,2607,7625171,13639966
2017:Q4,White,93153967,25018288,20914228,4104060,68135680,8026016,1413114,2749112,2749112,0,882360,815621,66739,22860495,1366810,1701432,6146894,12454596,9630957,903893,10422439,10395332,7221123,2488880,187152,498176,27107,82731528,81856768
2017:Q4,Black,5831323,1916317,1519013,397303,3915006,434614,35840,95789,95789,0,270,0,270,313032,128567,285264,438681,1819851,247436,115662,1305519,1302978,715240,572394,9013,6331,2542,4525804,18711411
2017:Q4,Hispanic,3636766,1685678,1344032,341646,1951088,321007,12496,25340,25340,0,5085,4305,781,305141,51747,102774,268963,556476,234158,67899,1000072,998989,670810,305682,15294,7203,1083,2636693,12787415
2017:Q4,Other,9787362,3393890,2969263,424627,6393472,982674,104572,172043,172043,0,115486,95815,19670,1714453,131452,205722,710692,1283345,858938,114096,1785941,1783194,1245172,463829,14144,60050,2747,8001421,13751571
2018:Q1,White,93908264,25498823,21346211,4152611,68409442,8279892,1385945,2813639,2813639,0,871592,805422,66170,22743433,1367696,1697307,6097336,12543967,9696647,911987,10456057,10427307,7238417,2479915,192119,516856,28749,83452207,82021021
2018:Q1,Black,5868857,1939955,1540732,399223,3928901,442852,34374,89923,89923,0,315,0,315,311390,132575,282419,440517,1832392,245934,116210,1297547,1294622,712469,566111,8903,7139,2925,4571310,18708356
2018:Q1,Hispanic,3641457,1716570,1371578,344992,1924887,318014,12233,24874,24874,0,4482,3513,970,279402,49611,103413,263687,565057,235432,68682,999836,998713,670822,304529,15813,7550,1123,2641621,12735272
